RightHandPosX,RightHandPosY,RightHandPosZ,RightShoulderPosX,RightShoulderPosY,RightShoulderPosZ,RightAnklePosX,RightAnklePosY,RightAnklePosZ
-0.1330369,-0.1248825,2.883689,-0.1059344,0.6478752,2.814478,0.121601,-0.1279767,2.890649
-0.1330369,-0.1248825,2.883689,-0.1059344,0.6478752,2.814478,0.121601,-0.1279767,2.890649
-0.1330369,-0.1248825,2.883689,-0.1059344,0.6478752,2.814478,0.121601,-0.1279767,2.890649
-0.1330369,-0.1248825,2.883689,-0.1059344,0.6478752,2.814478,0.121601,-0.1279767,2.890649
-0.1330369,-0.1248825,2.883689,-0.1059344,0.6478752,2.814478,0.121601,-0.1279767,2.890649
-0.1330369,-0.1248825,2.883689,-0.1059344,0.6478752,2.814478,0.121601,-0.1279767,2.890649
-0.1330369,-0.1248825,2.883689,-0.1059344,0.6478752,2.814478,0.121601,-0.1279767,2.890649
-0.1330369,-0.1248825,2.883689,-0.1059344,0.6478752,2.814478,0.121601,-0.1279767,2.890649
-0.1330369,-0.1248825,2.883689,-0.1059344,0.6478752,2.814478,0.121601,-0.1279767,2.890649
-0.1334155,-0.1253706,2.883332,-0.1062918,0.6487583,2.813674,0.1216881,-0.1278868,2.890494
-0.1334155,-0.1253706,2.883332,-0.1062918,0.6487583,2.813674,0.1216881,-0.1278868,2.890494
-0.1334155,-0.1253706,2.883332,-0.1062918,0.6487583,2.813674,0.1216881,-0.1278868,2.890494
-0.1334155,-0.1253706,2.883332,-0.1062918,0.6487583,2.813674,0.1216881,-0.1278868,2.890494
-0.1335577,-0.1255993,2.883178,-0.1064289,0.6491077,2.813281,0.1217139,-0.127847,2.890418
-0.1335577,-0.1255993,2.883178,-0.1064289,0.6491077,2.813281,0.1217139,-0.127847,2.890418
-0.1335577,-0.1255993,2.883178,-0.1064289,0.6491077,2.813281,0.1217139,-0.127847,2.890418
-0.1335577,-0.1255993,2.883178,-0.1064289,0.6491077,2.813281,0.1217139,-0.127847,2.890418
-0.1335577,-0.1255993,2.883178,-0.1064289,0.6491077,2.813281,0.1217139,-0.127847,2.890418
-0.1335577,-0.1255993,2.883178,-0.1064289,0.6491077,2.813281,0.1217139,-0.127847,2.890418
-0.1335577,-0.1255993,2.883178,-0.1064289,0.6491077,2.813281,0.1217139,-0.127847,2.890418
-0.1335577,-0.1255993,2.883178,-0.1064289,0.6491077,2.813281,0.1217139,-0.127847,2.890418
-0.1335577,-0.1255993,2.883178,-0.1064289,0.6491077,2.813281,0.1217139,-0.127847,2.890418
-0.1337149,-0.1258734,2.882921,-0.106608,0.6495231,2.812667,0.1217339,-0.127797,2.890314
-0.1337149,-0.1258734,2.882921,-0.106608,0.6495231,2.812667,0.1217339,-0.127797,2.890314
-0.1337559,-0.1259695,2.882836,-0.1067216,0.6496459,2.81243,0.1217381,-0.1277802,2.890279
-0.1337559,-0.1259695,2.882836,-0.1067216,0.6496459,2.81243,0.1217381,-0.1277802,2.890279
-0.1337559,-0.1259695,2.882836,-0.1067216,0.6496459,2.81243,0.1217381,-0.1277802,2.890279
-0.1337559,-0.1259695,2.882836,-0.1067216,0.6496459,2.81243,0.1217381,-0.1277802,2.890279
-0.1337559,-0.1259695,2.882836,-0.1067216,0.6496459,2.81243,0.1217381,-0.1277802,2.890279
-0.1337559,-0.1259695,2.882836,-0.1067216,0.6496459,2.81243,0.1217381,-0.1277802,2.890279
-0.1337559,-0.1259695,2.882836,-0.1067216,0.6496459,2.81243,0.1217381,-0.1277802,2.890279
-0.1337559,-0.1259695,2.882836,-0.1067216,0.6496459,2.81243,0.1217381,-0.1277802,2.890279
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1339248,-0.1260263,2.882409,-0.1070939,0.6499392,2.811676,0.1217453,-0.1277393,2.890188
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1343069,-0.1262789,2.882071,-0.1017361,0.619174,2.802978,0.1216416,-0.1277094,2.8902
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1340689,-0.1265275,2.884834,-0.1024198,0.6080119,2.822256,0.1214423,-0.1281942,2.890482
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1369597,-0.1276729,2.894303,-0.12164,0.6079084,2.848708,0.1162129,-0.1329269,2.896425
-0.1366759,-0.1274126,2.917521,-0.1320682,0.6056108,2.891159,0.09484762,-0.1622778,2.948058
-0.1366759,-0.1274126,2.917521,-0.1320682,0.6056108,2.891159,0.09484762,-0.1622778,2.948058
-0.1366759,-0.1274126,2.917521,-0.1320682,0.6056108,2.891159,0.09484762,-0.1622778,2.948058
-0.1366759,-0.1274126,2.917521,-0.1320682,0.6056108,2.891159,0.09484762,-0.1622778,2.948058
-0.1366759,-0.1274126,2.917521,-0.1320682,0.6056108,2.891159,0.09484762,-0.1622778,2.948058
-0.1359461,-0.1279365,2.920912,-0.1262293,0.6059878,2.902761,0.08905575,-0.1754301,2.978
-0.1359461,-0.1279365,2.920912,-0.1262293,0.6059878,2.902761,0.08905575,-0.1754301,2.978
-0.1359461,-0.1279365,2.920912,-0.1262293,0.6059878,2.902761,0.08905575,-0.1754301,2.978
-0.1352636,-0.1287003,2.922851,-0.1127697,0.6082482,2.91855,0.08846688,-0.1851072,3.005117
-0.1352636,-0.1287003,2.922851,-0.1127697,0.6082482,2.91855,0.08846688,-0.1851072,3.005117
-0.1352636,-0.1287003,2.922851,-0.1127697,0.6082482,2.91855,0.08846688,-0.1851072,3.005117
-0.1352636,-0.1287003,2.922851,-0.1127697,0.6082482,2.91855,0.08846688,-0.1851072,3.005117
-0.1352636,-0.1287003,2.922851,-0.1127697,0.6082482,2.91855,0.08846688,-0.1851072,3.005117
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1345097,-0.1297326,2.924046,-0.09712748,0.6124885,2.940951,0.08850892,-0.1899107,3.019642
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1233182,-0.1707809,2.981405,-0.06797016,0.6197463,2.994823,0.09172431,-0.1928772,3.036161
-0.1760077,-0.2458183,3.157137,-0.09435272,0.6163436,3.030606,0.09809954,-0.1916103,3.041838
-0.1760077,-0.2458183,3.157137,-0.09435272,0.6163436,3.030606,0.09809954,-0.1916103,3.041838
-0.1760077,-0.2458183,3.157137,-0.09435272,0.6163436,3.030606,0.09809954,-0.1916103,3.041838
-0.1761718,-0.2461226,3.167814,-0.1057026,0.6142234,3.039552,0.09874642,-0.1922696,3.044154
-0.1761718,-0.2461226,3.167814,-0.1057026,0.6142234,3.039552,0.09874642,-0.1922696,3.044154
-0.1763651,-0.2446246,3.173062,-0.1193951,0.6117328,3.049383,0.09916,-0.1929575,3.046403
